지역코드,병원명,주소,전화번호,요양기관번호
110004,방패의원,"서울특별시 관악구 과천대로 851, 1층 (남현동, 한울아파트)",02-524-1730,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNDEjJDEjJDQjJDgz
110004,변산부인과의원,"서울특별시 관악구 남부순환로 1470, (신림동)",02-852-2361,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz
110004,봉천연세가정의원,"서울특별시 관악구 은천로 35, (봉천동)",02-876-7582,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
110004,삼성산부인과의원,"서울특별시 관악구 난곡로 217, 3층 (신림동)",02-851-9600,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjODEjJDEjJDIjJDgz
110004,새힘신경외과의원,"서울특별시 관악구 신림로 137, 3층 (신림동)",02-877-9119,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz
110004,서울대학교직장부속의원,"서울특별시 관악구 관악로 1, 63동 3층 (신림동)",880-5338,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz
110004,서울비뇨기과의원,"서울특별시 관악구 남부순환로 1832-0, 8층 (봉천동, 삼한빌딩)",02-875-8275,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz
110004,서울연세가정의원,"서울특별시 관악구 호암로 599, 2층 (신림동)",02-887-6251,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz
110004,서울온비뇨의학과의원,"서울특별시 관악구 남부순환로 1619, 영일빌딩 4층 (신림동)",02-877-7788,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz
110004,선산부인과의원,"서울특별시 관악구 남부순환로 1593, 2층 (신림동)",02-875-4445,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz
110004,세이브내과의원,"서울특별시 관악구 난곡로 214, 2~3층 (신림동, 금정빌딩)",02-869-8341,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz
110004,솜산부인과의원,"서울특별시 관악구 남부순환로 2064, 네스코N타워 2층 (남현동)",02-525-3331,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz
110004,신림라움산부인과의원,"서울특별시 관악구 신림로 350, 5층 504호 (신림동, 서원프라자, 태영아파트)",02-878-0119,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz
110004,신숙진산부인과의원,"서울특별시 관악구 관천로 17, (신림동)",02-851-9393,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz
110004,애플산부인과의원,"서울특별시 관악구 신림로 318, 3층 (신림동, 청암두산위브센티움)",02-886-8622,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz
110004,어울림산부인과의원,"서울특별시 관악구 남부순환로 1619, 영일빌딩 7층 (신림동)",02-882-1397,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz
110004,엄창수신경외과의원,"서울특별시 관악구 난곡로 316, 2층 (신림동, 진성타워 )",02-862-4208,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz
110004,엘산부인과의원,"서울특별시 관악구 남부순환로 1934, 낙성대빌딩 3층 (봉천동)",02-877-3114,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz
110004,연세365산부인과의원,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 306,307,308호 (남현동)",02-547-2876,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz
110004,연세W산부인과의원(구로점),"서울특별시 관악구 시흥대로 570, 5층 501호 (신림동)",02-866-9229,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz
110004,연세가정의원,"서울특별시 관악구 관악로40길 47, 1동 409호 (봉천동, 현대상가)",02-883-7575,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz
110004,연세건강한내과의원,"서울특별시 관악구 보라매로 12, 4층 (봉천동)",02-875-7596,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz
110004,연세쉬즈산부인과의원,"서울특별시 관악구 남부순환로 1605, 3층 (신림동)",02-882-8202,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz
110004,연세위드내과의원,"서울특별시 관악구 남부순환로 2064, 5층 (남현동)",02-581-7588,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz
110004,연세제이엘산부인과의원,"서울특별시 관악구 남부순환로 1832, 오선빌딩 (봉천동)",02-877-1077,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz
110004,연세쿄앤원이비인후과의원,"서울특별시 관악구 남부순환로 1604, 2,3층 (신림동)",02-887-1231,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz
110004,유테라산부인과의원,"서울특별시 관악구 관악로 168, 206호 (봉천동, 대우디오슈페리움2단지)",02-882-5001,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz
110004,윤가정의학과의원,"서울특별시 관악구 장군봉1길 56, 우형빌딩 (봉천동)",02-878-3077,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz
110004,이진숙산부인과의원,"서울특별시 관악구 신림로 158, (신림동)",02-875-3535,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz
110004,진앤미의원,"서울특별시 관악구 청룡길 48, 2층 (봉천동, 창안빌딩)",02-542-7533,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz
110004,차봉연엔도내과의원,"서울특별시 관악구 쑥고개로 110, 2층 (봉천동)",02-1522-3787,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz
110004,차이마취통증의학과의원,"서울특별시 관악구 봉천로 488, 10층 (봉천동, 서호빌딩 )",02-884-0075,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
110004,참맑은의원,"서울특별시 관악구 양녕로 46, 메카플러스 3층 301호 (봉천동)",02-886-7555,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz
110004,코스모스의원,"서울특별시 관악구 봉천로 488, 8층 (봉천동)",02-877-8383,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz
110004,하나항맥외과의원,"서울특별시 관악구 관악로 203, 3층 (봉천동)",02-875-7233,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz
110004,한영의원,"서울특별시 관악구 은천로 39, 1~2층 (봉천동)",02-877-5254,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz
110004,향기나는내과의원,"서울특별시 관악구 관악로 234, 203호 (봉천동)",02-888-3383,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz
110004,홍이경산부인과의원,"서울특별시 관악구 신림로 344, 305호 (신림동)",02-883-3217,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz
110004,바를정한방병원,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 1층, 7층, 8층 (신림동)",02-3218-1075,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz
110005,고려대학교의과대학부속구로병원,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",02-2626-1114,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz
110005,구로성심병원,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",02-2067-1500,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz
110005,삼성미래여성병원,"서울특별시 구로구 서해안로 2296, 삼성미래여성병원 (오류동)",02-2682-2100,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
110005,아름제일병원,"서울특별시 구로구 새말로 94, 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",-,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz
110005,연세사랑모아여성병원,"서울특별시 구로구 중앙로 100, (고척동)",02-2636-1122,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz
110005,의료법인 서울효천의료재단 에이치플러스자립병원,"서울특별시 구로구 공원로6가길 4, 고려 수 타워 (구로동)",02-1577-2588,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjODEjJDEjJDYjJDgz
110005,참튼튼병원,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동)",070-4268-7246,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz
110005,남서울요양병원,"서울특별시 구로구 남부순환로 1291, A동1,2,3,4,5,6,7층 B동 5,6,7층 (가리봉동)",02-863-8999,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
110005,S아이니의원,"서울특별시 구로구 도림로 90, 혜성빌딩 5층 (구로동)",02-857-8812,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz
110005,건강드림내과의원,"서울특별시 구로구 천왕로 106, 골드프라자 (오류동)",02-2684-7575,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz
110005,고척성모의원,"서울특별시 구로구 중앙로15길 29, (고척동)",02-2684-3137,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz
110005,구로우태하피부과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 401호 (개봉동)",02-2616-1675,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz
110005,구일굿모닝내과의원,"서울특별시 구로구 구일로 110, 해원리버파크 3층 (구로동)",02-866-9175,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz
110005,김관수산부인과의원,"서울특별시 구로구 개봉로 23, 고려크리닉센터 6층 (개봉동)",02-2618-9817,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz
110005,김은주산부인과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 208호 (신도림동)",02-2689-7500,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz
110005,덕산속조은내과의원,"서울특별시 구로구 경인로 176, 4층 401호 (오류동, 시티월드)",02-2685-9500,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz
110005,동그라미소아청소년과의원,"서울특별시 구로구 서해안로 2098, 항동프라자 5층 501호 (항동)",02-2038-8610,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz
110005,민전산부인과의원,"서울특별시 구로구 경인로 322, 1,2,4,5층 (개봉동)",02-2685-3388,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNTEjJDEjJDIjJDgz
110005,바른정형외과의원,"서울특별시 구로구 오류로8길 57, 대성빌딩 2층 (오류동)",02-2060-0075,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz
110005,박산부인과의원,"서울특별시 구로구 구로동로 35, (가리봉동)",02-862-0865,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz
110005,서울구로디지털의원,"서울특별시 구로구 디지털로27가길 17, 오닉스 지식산업센터 201~208호 (구로동)",02-839-5544,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz
110005,서울로움산부인과의원,"서울특별시 구로구 경인로 204, 401호 (오류동)",02-6346-7000,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz
110005,서울삼성내과의원,"서울특별시 구로구 구로동로 112-2, 서울삼성내과의원 2,3,4층 (구로동)",02-854-3181,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz
110005,서울아가온여성의원,"서울특별시 구로구 디지털로32길 79, 조영빌딩 6,8층 (구로동)",02-864-7500,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz
110005,서울푸른숲내과의원,"서울특별시 구로구 항동로3길 6, 가온 프라자 5,6,7층 (항동)",02-6451-7000,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz
110005,송미영가정의학과의원,"서울특별시 구로구 경인로47길 54, 2층 (고척동)",02-2683-5752,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz
110005,송영훈산부인과의원,"서울특별시 구로구 구로중앙로 68, 309호 (구로동, 신안타워)",02-864-8985,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz
110005,아름샘의원,"서울특별시 구로구 도림로 92, 2층 (구로동)",02-591-9119,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz
110005,에스퀸산부인과의원,"서울특별시 구로구 디지털로 300, 지밸리비즈플라자 205호 (구로동)",02-6672-8275,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz
110005,연세나우가정의원,"서울특별시 구로구 개봉로3길 61, 2층 (개봉동)",02-2625-2320,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjODEjJDEjJDYjJDgz
110005,연세정인내과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 501호 (개봉동)",02-2612-8700,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz
110005,연세필의원,"서울특별시 구로구 경인로 31-28, (온수동)",02-2619-3130,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz
110005,연희산부인과의원,"서울특별시 구로구 경인로 193, 상임빌딩 (오류동)",02-2625-5002,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz
110005,예산부인과의원,"서울특별시 구로구 경인로67길 23, 208호 (신도림동, 신도림2차푸르지오)",02-2633-8782,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz
110005,오형태내과의원,"서울특별시 구로구 고척로21나길 17, 현대빌딩 2층 (개봉동)",02-2683-6363,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz
110005,이레소아청소년과의원,"서울특별시 구로구 도림로 67, (구로동)",02-830-0107,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz
110005,장윤주산부인과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 701호 (개봉동)",02-2689-1366,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz
110005,장호준의원,"서울특별시 구로구 구일로4길 30, 신영상가 2층 (구로동)",02-830-8575,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz
110005,정내과의원,"서울특별시 구로구 구로중앙로 10, 정내과 (구로동)",02-866-0356,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz
110005,정재면내과의원,"서울특별시 구로구 경인로 565, 삼영빌딩 4,5층 (구로동)",02-2675-0876,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz
110005,지앤산부인과의원,"서울특별시 구로구 시흥대로 559, 부원빌딩 3,4층 (구로동)",02-852-2828,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz
110005,진가정의학과의원,"서울특별시 구로구 디지털로33길 11, 에이스테크노타워8차 201호 (구로동)",02-2025-7120,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQyIyQxIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz
110005,큐브산부인과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 238,239호 (신도림동)",02-3439-7862,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQyIyQzIyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz
110005,한가정의학과의원,"서울특별시 구로구 경인로47길 126, 2층 (고척동)",02-2689-7525,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz
110005,한내과의원,"서울특별시 구로구 경인로40길 12, 2층 (개봉동)",02-3666-8588,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz
110005,허리편한의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 601호 (개봉동)",02-2612-7582,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz
110005,일로한방병원,"서울특별시 구로구 경인로 176, 501,502,601호 (오류동, 시티월드)",02-6741-1075,JDQ4MTg4MSM1MSMkMSMkOCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz
110006,의료법인한전의료재단 한일병원,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",02-901-3114,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz
110006,에이치큐브병원,"서울특별시 도봉구 도봉로 604, (창동)",02-900-2000,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz
110006,고려가정의학과의원,"서울특별시 도봉구 우이천로4길 32, 2층 (창동)",02-995-6248,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz
110006,다우미즈산부인과의원,"서울특별시 도봉구 마들로 684, 4층 402호 (도봉동)",02-983-6000,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz
110006,더건강내과의원,"서울특별시 도봉구 노해로63길 84-3, 5층 (창동)",02-999-5100,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz
110006,동부한일외과내과의원,"서울특별시 도봉구 마들로 686, 2,3,4층 (도봉동)",02-3492-4754,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz
110006,라인필의원,"서울특별시 도봉구 덕릉로 246, (창동)",02-993-0101,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNDEjJDEjJDQjJDgz
110006,서울아이나여성의원,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 4층 401-1~5호 (창동)",02-6077-8833,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz
110006,쌍문정형외과재활의학과의원,"서울특별시 도봉구 해등로 218, 204호, 304호 (쌍문동)",02-906-8588,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz
110006,아나파마취통증의학과의원,"서울특별시 도봉구 덕릉로 246, 2층 (창동)",02-993-0145,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz
110006,양산부인과의원,"서울특별시 도봉구 도봉로 496, 5층 (창동)",02-996-7947,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz
110006,왕영미산부인과의원,"서울특별시 도봉구 해등로 155, (쌍문동)",02-907-6171,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz
110006,은내과의원,"서울특별시 도봉구 노해로 389, 203호 (창동, 제일빌딩)",02-932-1974,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz
110006,의료법인풍산의료재단 창동제일의원,"서울특별시 도봉구 노해로65길 17-13, 2층 (창동, 검진센터)",02-900-5011,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz
110006,이강보산부인과의원,"서울특별시 도봉구 도봉로 465, (쌍문동)",02-904-3377,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz
