일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최저 해면기압(hPa),일 최심신적설(cm),평균 지면온도(°C),지점명
2020-06-06,20.8,18.4,26.4,0.0,7.7,6.5,3.6,69.0,22.1,1000.3,1006.2,0.0,30.4,고산
2020-06-07,20.5,17.9,23.5,0.0,4.9,3.9,2.1,79.0,21.6,1003.6,1010.7,0.0,30.4,고산
2020-06-08,22.6,17.5,28.7,0.0,11.4,9.1,2.9,50.0,19.0,1005.5,1012.6,0.0,32.3,고산
2020-06-09,25.4,22.4,29.0,0.0,13.9,10.8,7.2,64.0,24.7,1004.6,1011.6,0.0,30.8,고산
2020-06-10,22.8,21.6,25.0,8.5,12.2,9.1,6.9,78.0,25.8,1000.2,1005.3,0.0,24.7,고산
2020-06-11,21.6,20.4,23.9,0.0,7.0,6.1,4.0,96.0,25.6,996.2,1003.1,0.0,25.0,고산
2020-06-12,22.0,19.7,25.4,0.2,8.4,7.4,4.0,91.0,26.2,997.1,1003.5,0.0,23.9,고산
2020-06-13,22.8,21.7,23.7,100.0,15.4,13.4,6.1,100.0,27.5,997.8,1003.8,0.0,23.5,고산
2020-06-14,21.9,20.4,23.0,26.7,17.8,15.4,6.5,100.0,26.1,999.3,1005.5,0.0,23.5,고산
2020-06-15,20.9,19.5,25.0,0.0,6.2,5.2,3.5,82.0,23.6,1000.4,1007.1,0.0,25.5,고산
2020-06-16,21.4,19.9,24.2,0.0,8.4,7.1,4.2,84.0,24.0,998.7,1005.6,0.0,25.5,고산
2020-06-17,20.1,17.9,22.7,8.8,7.6,5.9,3.3,73.0,21.0,997.4,1004.0,0.0,21.8,고산
2020-06-18,20.8,18.0,24.4,33.8,9.0,6.9,3.4,87.0,24.2,991.5,997.7,0.0,21.7,고산
2020-06-19,20.0,18.4,22.4,0.2,12.1,9.3,4.9,82.0,21.7,998.1,999.4,0.0,24.4,고산
2020-06-20,21.3,18.9,26.1,0.0,6.9,5.9,2.9,67.0,21.6,1002.0,1008.8,0.0,24.1,고산
2020-06-21,21.3,18.8,26.4,0.0,9.0,6.8,3.4,68.0,21.5,999.0,1005.6,0.0,25.7,고산
2020-06-22,23.2,17.9,27.3,0.0,7.1,6.1,2.6,70.0,22.8,1000.3,1007.0,0.0,29.7,고산
2020-06-23,24.4,20.4,27.6,0.0,12.5,9.7,6.6,69.0,24.1,999.7,1006.1,0.0,28.3,고산
2020-06-24,23.0,22.3,24.2,54.4,15.7,11.7,8.0,87.0,27.5,995.4,1002.1,0.0,23.3,고산
2020-06-25,21.7,20.7,22.8,21.4,6.0,5.5,3.0,99.0,25.8,996.1,1002.6,0.0,23.0,고산
2020-06-26,22.3,20.0,25.6,0.0,7.2,6.0,3.5,75.0,23.9,999.8,1006.0,0.0,27.7,고산
2020-06-27,23.0,20.0,27.6,1.3,6.5,5.4,2.9,70.0,26.2,996.3,1002.7,0.0,26.5,고산
2020-06-28,21.1,19.3,24.7,0.0,9.8,7.7,4.8,85.0,23.9,997.3,1002.9,0.0,24.1,고산
2020-06-29,21.9,18.7,24.1,35.1,25.5,22.1,8.8,82.0,25.8,991.6,992.9,0.0,22.2,고산
2020-06-30,21.2,19.2,24.4,0.0,24.1,20.2,12.2,84.0,23.3,991.3,993.4,0.0,25.3,고산
2020-07-01,21.1,19.0,24.4,0.0,13.6,11.6,6.2,71.0,21.8,998.3,1003.2,0.0,25.8,고산
2020-07-02,22.3,19.1,25.7,0.0,6.1,4.8,2.5,64.0,20.4,1002.4,1008.7,0.0,24.8,고산
2020-07-03,21.3,19.3,23.6,22.7,12.4,9.1,3.0,72.0,23.4,999.1,1004.2,0.0,22.1,고산
2020-07-04,20.1,19.0,22.7,0.1,5.6,4.5,2.4,88.0,22.9,998.5,1004.5,0.0,22.7,고산
2020-07-05,20.4,18.8,23.9,0.0,4.5,3.6,2.0,87.0,23.6,996.1,1002.1,0.0,23.0,고산
2020-07-06,22.1,20.3,23.1,49.7,8.6,7.7,4.1,100.0,26.5,993.3,998.4,0.0,23.3,고산
2020-07-07,21.7,20.3,24.1,92.4,8.4,7.3,3.0,93.0,25.6,996.5,1002.6,0.0,23.8,고산
2020-07-08,21.5,19.6,24.6,0.0,7.3,6.6,3.2,84.0,24.5,997.2,1003.8,0.0,26.7,고산
2020-07-09,24.2,20.8,28.2,25.4,11.9,9.2,3.8,75.0,27.4,993.9,999.9,0.0,28.2,고산
2020-07-10,23.0,21.6,25.4,2.7,13.8,11.7,5.6,93.0,27.9,993.5,998.3,0.0,25.9,고산
2020-07-11,22.8,21.1,25.9,0.0,7.0,6.5,3.1,88.0,26.7,999.4,1005.5,0.0,25.2,고산
2020-07-12,23.8,21.7,25.6,0.8,11.1,8.8,6.1,92.0,29.0,998.6,1004.3,0.0,24.4,고산
2020-07-13,23.0,21.6,24.2,0.3,14.3,13.2,9.3,94.0,27.7,995.0,1001.6,0.0,23.9,고산
2020-07-14,21.2,19.7,24.5,0.1,16.3,13.7,10.1,81.0,22.7,996.6,1003.3,0.0,25.1,고산
2020-07-15,21.2,19.4,24.8,0.0,10.4,8.9,6.0,80.0,22.5,998.2,1005.3,0.0,24.3,고산
2020-07-16,21.8,19.0,26.1,0.0,7.7,5.4,3.2,71.0,22.8,998.5,1005.4,0.0,26.1,고산
2020-07-17,22.1,18.9,25.5,0.0,6.3,5.5,3.2,70.0,22.0,1000.6,1007.4,0.0,29.3,고산
2020-07-18,23.0,19.5,25.1,2.4,13.0,9.8,5.4,79.0,26.0,999.3,1005.6,0.0,23.3,고산
2020-07-19,25.8,24.8,28.1,0.3,14.3,11.8,9.1,90.0,32.5,997.6,1004.2,0.0,28.0,고산
2020-07-20,24.5,22.6,27.3,0.5,13.1,10.1,4.9,84.0,29.1,1000.9,1006.6,0.0,29.8,고산
2020-07-21,24.2,22.3,25.9,3.4,7.2,5.6,3.1,91.0,29.6,1003.5,1010.6,0.0,25.9,고산
2020-07-22,24.6,23.8,26.4,0.1,7.7,7.3,3.4,100.0,30.7,1002.3,1009.7,0.0,28.2,고산
2020-07-23,24.7,23.0,25.9,5.7,22.3,19.3,10.0,89.0,30.7,996.5,1000.6,0.0,25.4,고산
2020-07-24,21.9,20.8,24.1,0.0,21.0,18.7,15.0,83.0,24.2,992.1,998.8,0.0,23.6,고산
2020-07-25,22.7,20.8,27.1,0.0,15.8,14.5,7.5,78.0,24.9,996.6,1001.7,0.0,26.6,고산
2020-07-26,23.0,19.5,26.2,0.0,5.2,4.5,2.4,73.0,24.9,999.4,1006.3,0.0,29.5,고산
2020-07-27,23.8,21.8,25.9,41.1,11.0,8.0,4.8,81.0,28.5,998.8,1005.8,0.0,24.5,고산
2020-07-28,25.7,24.2,27.8,0.1,9.0,8.0,6.2,94.0,32.6,1002.2,1007.9,0.0,28.9,고산
2020-07-29,26.4,24.9,28.5,0.0,7.8,6.9,5.6,93.0,33.7,1004.6,1011.3,0.0,29.7,고산
2020-07-30,26.8,25.7,29.3,0.0,7.2,6.1,4.3,90.0,34.5,1006.5,1013.8,0.0,30.6,고산
2020-07-31,26.8,25.1,29.5,0.0,8.0,7.1,4.2,79.0,32.4,1006.3,1013.4,0.0,31.0,고산
2020-08-01,27.3,25.4,29.6,0.0,9.4,7.7,5.8,87.0,34.2,1004.1,1010.7,0.0,31.1,고산
2020-08-02,27.6,26.2,29.8,0.0,10.2,8.6,7.0,88.0,35.1,1002.6,1009.4,0.0,32.4,고산
2020-08-03,27.6,26.3,29.6,0.0,11.0,9.6,7.0,84.0,34.0,1002.6,1010.1,0.0,32.2,고산
2020-08-04,28.5,26.3,31.2,0.0,14.6,12.2,7.8,77.0,34.9,1003.5,1010.3,0.0,33.0,고산
2020-08-05,27.9,26.2,30.2,1.3,14.0,11.5,9.2,81.0,34.4,1003.6,1010.5,0.0,32.0,고산
2020-08-06,26.8,26.3,28.3,3.6,12.6,10.8,7.4,95.0,34.8,1002.2,1009.1,0.0,28.7,고산
2020-08-07,26.9,25.9,28.5,0.3,9.8,8.3,6.8,90.0,34.4,999.2,1006.0,0.0,28.2,고산
2020-08-08,27.1,26.0,28.7,0.0,12.0,9.8,7.8,89.0,34.3,996.8,1003.9,0.0,30.0,고산
2020-08-09,27.9,26.4,30.4,0.0,13.8,11.8,8.9,81.0,34.0,996.9,1003.5,0.0,31.3,고산
2020-08-10,27.5,26.5,30.0,0.2,12.4,9.7,5.9,84.0,34.5,996.7,1002.0,0.0,29.7,고산
2020-08-11,27.7,26.7,30.0,0.8,11.2,9.5,7.3,89.0,35.8,1002.8,1007.5,0.0,29.8,고산
2020-08-12,28.2,27.2,30.2,0.0,10.7,8.7,6.7,87.0,36.5,1005.3,1012.6,0.0,32.6,고산
2020-08-13,28.2,27.3,30.1,0.0,9.3,7.8,6.7,87.0,36.0,1003.3,1009.4,0.0,31.6,고산
2020-08-14,28.3,27.2,30.3,0.0,9.3,7.8,5.6,85.0,35.5,1001.5,1008.6,0.0,33.6,고산
2020-08-15,28.3,26.9,30.6,0.0,8.0,6.8,4.9,81.0,34.5,1002.8,1009.3,0.0,35.0,고산
2020-08-16,28.5,26.6,31.5,0.0,7.2,5.8,4.4,79.0,34.8,1004.1,1011.0,0.0,35.6,고산
2020-08-17,28.5,25.6,32.7,0.0,5.3,4.8,2.8,70.0,33.0,1005.7,1012.6,0.0,35.8,고산
2020-08-18,28.3,25.8,31.6,0.0,6.9,6.1,2.7,75.0,32.2,1004.9,1011.6,0.0,35.5,고산
2020-08-19,28.2,25.5,31.5,0.0,7.0,6.0,3.4,76.0,32.8,1003.6,1009.8,0.0,34.0,고산
2020-08-20,27.7,25.6,31.3,0.0,6.9,6.3,3.3,76.0,32.2,1004.3,1011.3,0.0,33.7,고산
2020-08-21,27.3,25.1,30.5,0.0,7.4,6.2,3.5,73.0,31.1,1005.2,1012.2,0.0,33.4,고산
2020-08-22,26.7,22.8,32.9,53.7,14.1,9.5,2.5,67.0,29.4,1003.3,1009.6,0.0,27.4,고산
2020-08-23,27.5,23.5,30.8,10.9,10.8,8.2,2.9,76.0,32.0,999.7,1006.2,0.0,28.6,고산
2020-08-24,28.7,25.1,32.6,0.0,8.4,6.6,4.1,66.0,32.0,996.6,1003.1,0.0,29.6,고산
2020-08-25,28.2,24.4,32.6,40.7,15.5,12.1,6.6,71.0,34.5,993.3,999.6,0.0,27.6,고산
2020-08-26,26.8,23.7,28.7,67.4,27.7,23.5,15.6,82.0,33.5,986.3,989.5,0.0,25.9,고산
2020-08-27,26.7,25.6,28.4,0.0,15.0,12.8,8.4,93.0,34.5,995.4,999.3,0.0,27.5,고산
2020-08-28,27.6,25.7,31.1,2.0,10.5,8.4,6.0,79.0,34.5,998.5,1005.5,0.0,32.1,고산
2020-08-29,27.2,25.7,29.6,0.3,10.8,8.5,6.2,84.0,34.6,1001.0,1007.1,0.0,29.4,고산
2020-08-30,27.6,25.4,32.1,0.0,6.4,5.6,3.1,70.0,33.5,1002.7,1009.8,0.0,32.2,고산
2020-08-31,28.1,25.2,31.8,0.0,9.5,8.5,3.3,70.0,31.7,1001.7,1008.3,0.0,32.5,고산
2020-09-01,27.9,25.1,32.5,0.0,8.1,5.8,2.9,60.0,31.6,997.5,1003.2,0.0,30.7,고산
2020-09-02,24.8,22.6,27.6,37.2,49.2,45.0,18.3,89.0,30.1,981.2,971.9,0.0,24.8,고산
2020-09-03,24.6,22.7,27.7,0.0,12.4,11.3,7.3,83.0,28.1,997.7,986.6,0.0,27.4,고산
2020-09-04,23.8,20.6,27.3,0.0,8.2,6.8,3.2,62.0,24.5,1005.2,1012.5,0.0,26.0,고산
2020-09-05,21.2,18.4,24.4,3.6,10.9,9.6,3.4,59.0,21.8,1003.3,1009.6,0.0,22.3,고산
2020-09-06,21.2,19.5,22.6,21.1,19.6,16.2,8.9,90.0,24.8,992.9,989.9,0.0,21.2,고산
2020-09-07,22.9,20.9,25.9,13.6,31.2,27.1,15.5,86.0,26.7,990.7,986.4,0.0,24.9,고산
2020-09-08,25.0,22.8,27.2,0.0,8.4,6.9,4.7,88.0,30.4,1004.6,1009.0,0.0,27.5,고산
2020-09-09,24.5,21.9,26.6,0.0,13.9,11.2,4.0,84.0,28.1,1003.3,1009.3,0.0,27.6,고산
2020-09-10,24.2,20.3,28.0,0.3,14.2,12.9,3.1,72.0,25.5,1001.0,1007.7,0.0,26.4,고산
2020-09-11,22.6,20.4,26.0,2.6,7.8,5.6,2.6,69.0,24.0,1003.0,1009.8,0.0,23.1,고산
2020-09-12,23.1,20.8,26.0,0.0,8.1,6.8,3.9,78.0,25.3,1004.4,1010.5,0.0,24.7,고산
2020-09-13,23.2,21.3,27.0,1.7,7.8,6.6,2.3,77.0,25.7,1006.2,1013.2,0.0,26.3,고산
2020-09-14,22.4,21.0,26.2,1.5,5.3,4.1,1.7,78.0,25.1,1005.9,1013.2,0.0,23.7,고산
2020-09-15,23.3,20.9,26.2,0.0,7.0,6.1,3.4,73.0,25.1,1004.1,1010.9,0.0,24.9,고산
2020-09-16,22.5,20.1,26.4,13.5,11.3,10.4,5.5,89.0,26.8,1001.3,1007.4,0.0,24.6,고산
2020-09-17,20.7,18.5,22.7,27.9,10.6,7.3,3.9,84.0,23.9,1002.7,1009.5,0.0,21.7,고산
2020-09-18,20.2,17.9,21.8,7.6,11.0,8.3,5.2,65.0,19.0,1007.4,1011.7,0.0,19.7,고산
2020-09-19,21.8,16.9,25.1,0.0,5.8,4.7,3.3,56.0,18.0,1009.4,1016.4,0.0,19.8,고산
2020-09-20,21.8,19.3,25.3,0.0,9.2,7.4,4.2,41.0,17.7,1009.0,1016.3,0.0,21.2,고산
2020-09-21,21.3,16.4,23.9,0.0,7.9,6.9,4.3,45.0,16.8,1008.3,1014.8,0.0,21.4,고산
2020-09-22,20.9,17.5,24.2,0.0,12.4,8.7,5.5,56.0,18.7,1006.7,1013.6,0.0,22.0,고산
2020-09-23,21.0,18.2,24.7,1.8,12.0,8.4,4.0,71.0,20.5,1005.1,1012.7,0.0,21.9,고산
2020-09-24,21.2,19.8,23.2,0.0,12.9,8.8,4.6,76.0,21.3,1003.2,1010.0,0.0,21.6,고산
2020-09-25,21.9,20.5,24.1,0.0,10.5,9.0,5.2,73.0,22.1,1002.9,1009.6,0.0,23.7,고산
2020-09-26,22.2,19.7,24.9,0.4,6.3,5.3,2.7,69.0,20.9,1005.6,1011.7,0.0,23.8,고산
2020-09-27,21.3,17.6,25.9,0.0,9.7,7.0,3.4,61.0,18.4,1008.3,1015.4,0.0,22.5,고산
2020-09-28,21.0,17.7,25.0,0.0,10.1,8.6,3.8,53.0,17.1,1006.9,1013.5,0.0,22.5,고산
2020-09-29,20.6,17.7,23.0,0.0,10.0,8.0,4.7,56.0,16.9,1002.6,1008.3,0.0,22.5,고산
2020-09-30,21.1,19.5,22.8,0.0,11.4,9.6,5.9,64.0,19.6,1002.1,1008.9,0.0,23.3,고산
2020-10-01,20.8,18.2,25.3,0.0,7.4,6.5,3.5,72.0,20.5,1005.5,1011.4,0.0,24.6,고산
2020-10-02,20.9,17.0,25.8,0.0,5.4,4.3,3.4,68.0,19.9,1007.3,1014.5,0.0,24.8,고산
2020-10-03,22.1,19.1,25.1,0.0,5.6,4.1,2.3,68.0,21.2,1007.2,1013.7,0.0,26.4,고산
2020-10-04,21.0,19.1,23.6,1.0,16.1,13.6,5.0,75.0,21.1,1004.6,1010.9,0.0,22.4,고산
2020-10-05,17.9,16.6,19.2,0.0,16.0,12.7,10.0,49.0,13.0,1009.0,1013.4,0.0,20.8,고산
2020-10-06,17.7,16.7,18.9,0.0,13.8,10.8,7.4,50.0,13.3,1011.9,1018.2,0.0,21.1,고산
2020-10-07,19.7,16.8,23.5,0.0,15.1,10.3,5.9,48.0,14.9,1013.0,1019.5,0.0,21.9,고산
2020-10-08,19.8,18.1,23.3,0.0,19.1,13.7,8.4,52.0,15.5,1012.1,1017.5,0.0,21.4,고산
2020-10-09,19.7,15.4,21.4,0.0,15.4,12.0,7.2,60.0,15.2,1010.6,1017.6,0.0,21.7,고산
2020-10-10,20.1,18.0,23.3,0.0,11.1,8.2,4.9,56.0,16.6,1009.0,1015.5,0.0,22.7,고산
2020-10-11,20.6,17.4,25.5,0.0,4.9,3.8,2.2,62.0,17.1,1006.8,1013.6,0.0,25.2,고산
2020-10-12,19.9,18.3,22.0,0.0,14.5,10.7,6.8,57.0,16.7,1007.4,1014.2,0.0,22.0,고산
2020-10-13,17.8,16.3,18.9,0.0,14.8,11.5,8.5,48.0,12.0,1011.0,1017.0,0.0,20.2,고산
2020-10-14,18.3,15.8,20.4,0.0,12.8,9.8,6.6,39.0,11.6,1014.6,1020.3,0.0,20.2,고산
2020-10-15,17.1,15.9,18.4,0.0,11.5,9.1,6.0,38.0,10.2,1015.0,1021.7,0.0,19.0,고산
2020-10-16,16.4,12.5,19.1,2.6,10.8,8.4,4.8,49.0,12.4,1013.7,1020.1,0.0,17.2,고산
2020-10-17,17.4,13.3,19.5,0.0,9.6,7.7,4.8,39.0,11.8,1013.9,1020.9,0.0,16.9,고산
2020-10-18,17.3,15.2,18.9,0.0,8.5,6.8,4.9,56.0,13.0,1014.2,1021.3,0.0,18.2,고산
2020-10-19,17.5,15.4,20.2,0.0,10.5,7.3,5.2,47.0,13.4,1014.9,1021.6,0.0,18.3,고산
2020-10-20,18.4,13.2,24.9,0.0,9.6,6.9,4.3,43.0,14.1,1015.2,1022.0,0.0,17.9,고산
2020-10-21,17.9,14.3,21.6,30.9,13.4,10.4,4.6,61.0,17.4,1009.0,1014.9,0.0,17.5,고산
2020-10-22,17.3,15.5,19.7,0.2,18.0,15.7,9.2,52.0,14.6,1005.3,1012.0,0.0,16.3,고산
2020-10-23,14.8,14.1,15.7,0.0,23.5,19.4,15.6,50.0,10.1,1007.0,1013.2,0.0,14.5,고산
2020-10-24,15.0,13.9,16.5,0.0,22.1,18.6,11.9,55.0,10.9,1011.3,1016.6,0.0,17.9,고산
2020-10-25,16.8,14.5,19.0,0.0,13.5,10.0,7.1,58.0,12.7,1012.4,1019.3,0.0,19.0,고산
2020-10-26,15.7,13.8,17.7,0.0,9.7,7.3,5.6,60.0,12.9,1011.1,1018.2,0.0,17.7,고산
2020-10-27,16.7,13.9,19.5,0.0,7.5,5.9,4.1,64.0,14.0,1012.1,1018.9,0.0,17.7,고산
2020-10-28,17.3,16.2,19.0,0.0,13.5,10.2,6.5,54.0,14.8,1013.7,1021.1,0.0,18.2,고산
2020-10-29,15.2,13.7,16.4,0.0,13.3,10.4,8.2,43.0,10.3,1014.2,1021.1,0.0,17.5,고산
2020-10-30,15.5,13.0,16.6,0.0,12.2,9.7,6.8,48.0,10.8,1015.0,1021.7,0.0,16.9,고산
2020-10-31,16.3,12.0,21.8,0.0,9.5,7.0,3.2,47.0,12.1,1015.4,1021.8,0.0,20.0,고산
2020-11-01,17.6,12.1,22.1,1.0,9.5,7.2,4.0,57.0,15.0,1012.4,1019.0,0.0,22.1,고산
2020-11-02,15.6,14.0,17.3,5.9,12.6,9.1,5.6,46.0,12.9,1011.5,1018.6,0.0,15.3,고산
2020-11-03,13.5,11.8,16.0,0.0,19.9,16.5,11.6,51.0,9.7,1012.7,1019.1,0.0,13.2,고산
2020-11-04,11.8,10.3,13.5,0.0,16.7,12.9,7.6,51.0,8.5,1016.1,1023.2,0.0,13.7,고산
2020-11-05,14.8,8.4,19.8,0.0,8.5,6.8,3.7,50.0,11.6,1017.0,1024.4,0.0,16.7,고산
2020-11-06,18.6,15.3,23.6,0.0,6.3,5.1,3.4,75.0,18.0,1012.5,1018.9,0.0,17.9,고산
2020-11-07,17.7,15.7,20.2,0.0,10.0,8.2,4.6,75.0,17.6,1011.1,1017.8,0.0,19.7,고산
2020-11-08,14.7,11.6,18.0,0.0,20.0,16.5,10.7,49.0,11.0,1014.4,1020.8,0.0,15.3,고산
2020-11-09,12.0,10.5,12.6,0.0,18.5,15.0,9.4,40.0,7.9,1016.7,1023.2,0.0,13.9,고산
2020-11-10,13.4,9.5,18.6,0.0,10.2,7.7,5.9,48.0,9.4,1019.2,1026.5,0.0,14.4,고산
2020-11-11,12.7,9.6,15.6,0.0,10.0,8.3,4.9,51.0,9.6,1022.0,1028.7,0.0,13.6,고산
2020-11-12,15.1,11.2,19.2,0.0,8.6,6.4,4.3,51.0,12.0,1020.5,1027.4,0.0,15.4,고산
2020-11-13,15.1,11.5,16.8,0.0,12.6,9.8,6.4,44.0,12.1,1018.6,1025.5,0.0,15.2,고산
2020-11-14,16.6,13.1,21.6,0.0,9.8,7.2,3.7,43.0,11.6,1018.7,1026.3,0.0,16.9,고산
2020-11-15,17.5,14.1,21.5,0.0,5.6,4.7,2.3,58.0,15.4,1017.6,1025.0,0.0,17.6,고산
2020-11-16,17.1,13.9,21.3,2.2,9.8,7.2,3.6,77.0,17.1,1015.5,1022.4,0.0,18.7,고산
2020-11-17,20.6,16.6,24.4,0.0,11.6,8.1,5.3,68.0,21.6,1013.7,1020.7,0.0,20.7,고산
2020-11-18,21.4,20.1,23.6,0.0,15.0,12.2,9.0,82.0,23.9,1007.8,1012.8,0.0,22.0,고산
2020-11-19,18.7,15.1,21.4,1.9,16.9,14.0,10.6,85.0,20.9,1003.0,1008.9,0.0,18.6,고산
2020-11-20,12.6,10.6,15.3,0.0,20.5,16.7,11.2,68.0,11.4,1009.6,1013.4,0.0,13.2,고산
2020-11-21,13.1,8.9,17.5,0.0,11.0,8.9,4.3,66.0,12.0,1012.5,1019.8,0.0,14.1,고산
2020-11-22,13.2,10.7,16.2,5.0,21.5,18.0,8.6,72.0,12.9,1012.8,1018.2,0.0,12.7,고산
2020-11-23,9.7,9.0,11.0,0.0,22.0,17.0,10.5,62.0,8.3,1017.6,1024.1,0.0,8.5,고산
2020-11-24,10.0,8.7,11.5,0.0,11.8,9.2,7.4,42.0,7.1,1018.0,1025.2,0.0,10.5,고산
2020-11-25,11.6,9.7,12.8,0.0,14.7,12.0,7.5,55.0,9.2,1016.8,1024.1,0.0,11.9,고산
2020-11-26,11.0,8.2,12.3,3.3,11.0,8.6,6.2,63.0,9.7,1016.8,1023.6,0.0,10.1,고산
2020-11-27,10.9,8.9,12.3,0.0,23.6,19.6,12.5,59.0,9.2,1017.1,1024.0,0.0,10.4,고산
2020-11-28,8.6,7.6,9.3,0.0,22.0,18.0,12.8,56.0,7.3,1018.9,1026.6,0.0,8.5,고산
2020-11-29,9.7,8.2,11.7,0.0,18.1,14.1,9.7,57.0,8.3,1020.1,1026.8,0.0,10.8,고산
2020-11-30,8.0,6.5,9.3,0.1,12.3,9.9,6.0,63.0,7.9,1024.3,1030.9,0.0,8.0,고산
2020-12-01,7.5,6.2,8.9,0.0,12.0,9.5,6.4,50.0,6.5,1023.3,1029.5,0.0,9.1,고산
2020-12-02,9.3,7.2,10.8,0.0,13.0,10.3,7.1,50.0,7.4,1018.8,1026.3,0.0,9.6,고산
2020-12-03,8.2,6.8,10.0,0.0,17.4,11.9,8.3,54.0,7.4,1019.5,1026.3,0.0,7.6,고산
2020-12-04,7.7,7.0,8.6,0.0,18.2,14.9,8.8,56.0,7.0,1020.2,1027.6,0.0,8.6,고산
2020-12-05,8.2,6.0,10.6,0.0,10.0,7.3,5.3,55.0,7.2,1020.5,1027.9,0.0,9.4,고산
2020-12-06,8.7,5.9,10.3,0.0,11.3,8.6,6.0,55.0,7.4,1019.2,1026.2,0.0,9.2,고산
2020-12-07,10.4,8.2,12.2,0.0,14.1,10.7,6.1,61.0,8.5,1018.6,1026.1,0.0,10.1,고산
2020-12-08,8.4,6.9,10.8,0.0,13.0,9.5,6.3,66.0,8.0,1018.8,1026.2,0.0,9.5,고산
2020-12-09,7.8,4.4,11.9,0.0,10.6,8.1,4.8,60.0,7.6,1015.9,1022.8,0.0,9.1,고산
2020-12-10,10.3,9.2,11.7,0.0,10.4,8.3,5.4,38.0,7.7,1013.3,1020.2,0.0,10.3,고산
2020-12-11,10.9,9.7,12.0,0.0,8.1,6.5,4.1,61.0,9.9,1010.6,1017.7,0.0,10.4,고산
2020-12-12,9.9,7.3,11.9,0.0,14.3,11.5,7.5,45.0,7.6,1009.6,1017.0,0.0,10.0,고산
2020-12-13,9.5,5.8,15.3,0.0,22.5,17.8,8.1,50.0,7.7,1010.6,1016.5,0.0,9.4,고산
2020-12-14,3.5,1.8,5.9,0.1,24.1,17.4,12.0,56.0,6.0,1017.2,1021.9,0.0,3.8,고산
2020-12-15,2.7,0.8,4.6,2.1,22.4,17.0,7.5,68.0,6.0,1020.1,1027.0,0.0,1.7,고산
2020-12-16,4.5,2.8,6.7,0.9,21.5,18.3,11.3,50.0,6.2,1020.3,1027.6,0.0,3.4,고산
2020-12-17,5.9,3.4,7.2,0.1,13.9,11.5,7.2,57.0,6.1,1020.6,1028.4,0.0,4.3,고산
2020-12-18,7.9,6.3,9.9,0.0,17.5,13.7,9.3,49.0,6.6,1019.3,1026.3,0.0,7.3,고산
2020-12-19,4.6,3.3,6.7,0.0,20.4,16.0,10.7,43.0,5.3,1022.3,1028.9,0.0,5.7,고산
2020-12-20,6.7,4.0,7.8,1.3,16.4,13.2,8.5,53.0,6.4,1022.4,1030.3,0.0,6.6,고산
2020-12-21,8.1,7.0,10.3,0.0,15.6,12.9,7.8,50.0,6.3,1020.4,1027.9,0.0,8.7,고산
2020-12-22,9.7,6.7,13.9,0.0,11.5,9.1,5.8,46.0,7.2,1018.2,1025.3,0.0,9.9,고산
2020-12-23,11.0,5.3,15.7,0.0,8.5,5.8,3.5,50.0,8.8,1014.0,1018.5,0.0,10.2,고산
2020-12-24,10.1,7.5,13.6,0.0,20.7,16.5,10.0,48.0,8.3,1009.8,1016.9,0.0,10.6,고산
2020-12-25,6.9,4.9,9.2,0.0,21.7,18.2,10.2,48.0,6.0,1015.3,1020.1,0.0,7.5,고산
2020-12-26,8.3,4.6,12.3,0.0,7.3,5.9,4.0,58.0,7.5,1016.2,1022.7,0.0,8.9,고산
2020-12-27,10.4,9.1,13.4,14.0,14.8,12.2,5.1,74.0,11.4,1010.3,1015.0,0.0,10.4,고산
2020-12-28,11.8,8.2,16.0,0.0,9.5,6.9,4.5,58.0,10.7,1013.3,1019.9,0.0,10.1,고산
2020-12-29,9.6,3.4,14.6,1.4,22.4,19.0,8.1,66.0,10.2,1009.0,1013.7,0.0,8.4,고산
2020-12-30,1.3,-1.4,4.5,0.2,32.5,27.5,22.3,55.0,5.2,1012.6,1016.9,0.0,1.2,고산
2020-12-31,3.1,-0.6,4.7,0.7,28.3,22.8,16.7,60.0,5.7,1016.7,1023.4,0.0,1.8,고산
2021-01-01,5.6,4.1,7.2,0.0,19.5,16.1,10.2,56.0,5.8,1017.5,1024.9,0.0,3.3,고산
2021-01-02,5.6,2.4,8.9,0.0,17.6,14.7,10.0,55.0,5.9,1018.7,1025.0,0.0,4.2,고산
2021-01-03,3.5,1.7,5.0,0.0,10.8,8.1,5.7,63.0,5.5,1023.4,1030.7,0.0,2.4,고산
2021-01-04,6.4,3.4,9.0,0.0,10.6,7.8,4.9,48.0,5.8,1020.7,1027.2,0.0,4.6,고산
2021-01-05,5.9,3.1,9.2,0.0,18.2,13.6,9.2,57.0,6.7,1018.5,1025.0,0.0,4.8,고산
2021-01-06,3.8,2.0,5.7,0.5,28.0,24.4,13.1,54.0,5.5,1015.2,1020.6,0.0,3.7,고산
2021-01-07,-1.3,-2.8,3.6,0.0,31.9,25.1,18.8,69.0,4.6,1015.1,1020.6,0.0,-0.7,고산
2021-01-08,-0.9,-2.8,0.9,0.0,28.7,23.5,18.4,61.0,4.9,1013.4,1019.7,0.0,-0.8,고산
